figure_id,visual_element_id,evidence_role,source_file,source_record_ids,source_field,aggregation_rule,denominator,missingness_handling,notes
FigWP9_01,Li2023_GCSMLReview::search_transparency,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Li2023_GCSMLReview,search_transparency,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Mao2024_DecisionReview::field_validation,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Mao2024_DecisionReview,field_validation,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Mao2024_DecisionReview::mrv_auditability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Mao2024_DecisionReview,mrv_auditability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Mao2024_DecisionReview::open_traceability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Mao2024_DecisionReview,open_traceability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Mao2024_DecisionReview::missingness_aware_coding,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Mao2024_DecisionReview,missingness_aware_coding,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Mao2024_DecisionReview::minimum_validation_packages,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Mao2024_DecisionReview,minimum_validation_packages,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::search_transparency,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,search_transparency,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::corpus_verification,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,corpus_verification,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::decision_framing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,decision_framing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::method_evolution,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,method_evolution,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,Lin2025_MLDrivenGCSReview::physical_diagnostics,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,physical_diagnostics,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::uncertainty_calibration,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,uncertainty_calibration,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::transfer_testing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,transfer_testing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::field_validation,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,field_validation,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::mrv_auditability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,mrv_auditability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Lin2025_MLDrivenGCSReview::open_traceability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,open_traceability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Lin2025_MLDrivenGCSReview::missingness_aware_coding,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,missingness_aware_coding,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Lin2025_MLDrivenGCSReview::minimum_validation_packages,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Lin2025_MLDrivenGCSReview,minimum_validation_packages,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::search_transparency,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,search_transparency,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::corpus_verification,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,corpus_verification,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Marvin2025_MLGCSReview::decision_framing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,decision_framing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::method_evolution,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,method_evolution,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,Marvin2025_MLGCSReview::physical_diagnostics,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,physical_diagnostics,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::uncertainty_calibration,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,uncertainty_calibration,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::transfer_testing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,transfer_testing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::field_validation,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,field_validation,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::mrv_auditability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,mrv_auditability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Marvin2025_MLGCSReview::open_traceability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,open_traceability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Marvin2025_MLGCSReview::missingness_aware_coding,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,missingness_aware_coding,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Marvin2025_MLGCSReview::minimum_validation_packages,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Marvin2025_MLGCSReview,minimum_validation_packages,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,AlMudhafar2026_MLLifecycleReview::search_transparency,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,search_transparency,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,AlMudhafar2026_MLLifecycleReview::corpus_verification,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,corpus_verification,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,AlMudhafar2026_MLLifecycleReview::decision_framing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,decision_framing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,AlMudhafar2026_MLLifecycleReview::method_evolution,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,method_evolution,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,AlMudhafar2026_MLLifecycleReview::physical_diagnostics,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,physical_diagnostics,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,AlMudhafar2026_MLLifecycleReview::uncertainty_calibration,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,uncertainty_calibration,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,AlMudhafar2026_MLLifecycleReview::transfer_testing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,transfer_testing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,AlMudhafar2026_MLLifecycleReview::field_validation,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,field_validation,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,AlMudhafar2026_MLLifecycleReview::mrv_auditability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,mrv_auditability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,AlMudhafar2026_MLLifecycleReview::open_traceability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,open_traceability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,AlMudhafar2026_MLLifecycleReview::missingness_aware_coding,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,missingness_aware_coding,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,AlMudhafar2026_MLLifecycleReview::minimum_validation_packages,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,AlMudhafar2026_MLLifecycleReview,minimum_validation_packages,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,CruzAzuara2026_MLStorageEORReview::search_transparency,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,search_transparency,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,CruzAzuara2026_MLStorageEORReview::corpus_verification,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,corpus_verification,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,CruzAzuara2026_MLStorageEORReview::decision_framing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,decision_framing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,CruzAzuara2026_MLStorageEORReview::method_evolution,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,method_evolution,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,CruzAzuara2026_MLStorageEORReview::physical_diagnostics,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,physical_diagnostics,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,CruzAzuara2026_MLStorageEORReview::uncertainty_calibration,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,uncertainty_calibration,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,CruzAzuara2026_MLStorageEORReview::transfer_testing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,transfer_testing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,CruzAzuara2026_MLStorageEORReview::field_validation,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,field_validation,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,CruzAzuara2026_MLStorageEORReview::mrv_auditability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,mrv_auditability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,CruzAzuara2026_MLStorageEORReview::open_traceability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,open_traceability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,CruzAzuara2026_MLStorageEORReview::missingness_aware_coding,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,missingness_aware_coding,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,CruzAzuara2026_MLStorageEORReview::minimum_validation_packages,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,CruzAzuara2026_MLStorageEORReview,minimum_validation_packages,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Wang2026_LifecycleTrustworthyReview::search_transparency,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,search_transparency,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Wang2026_LifecycleTrustworthyReview::corpus_verification,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,corpus_verification,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,unclear
FigWP9_01,Wang2026_LifecycleTrustworthyReview::decision_framing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,decision_framing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,Wang2026_LifecycleTrustworthyReview::method_evolution,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,method_evolution,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Wang2026_LifecycleTrustworthyReview::physical_diagnostics,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,physical_diagnostics,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,Wang2026_LifecycleTrustworthyReview::uncertainty_calibration,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,uncertainty_calibration,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Wang2026_LifecycleTrustworthyReview::transfer_testing,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,transfer_testing,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
FigWP9_01,Wang2026_LifecycleTrustworthyReview::field_validation,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,field_validation,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,partial
FigWP9_01,Wang2026_LifecycleTrustworthyReview::mrv_auditability,verified competing-review feature coding,evidence/WP9_1_COMPETING_REVIEW_COMPARISON.csv,Wang2026_LifecycleTrustworthyReview,mrv_auditability,direct feature code; no numerical aggregation,14 competing reviews plus one separately identified author-synthesis row,unclear remains unclear; not_applicable remains not_applicable; neither is coded no,yes
