record_id,title,authors,year,venue,doi_or_url,record_class,current_status,full_text_verified,full_text_source,full_text_version,main_quantitative_inclusion,status_or_exclusion_reason,evidence_page_or_section_note,source_inventory,application_group,notes
ESR_Chen2024_119,Optimization of pressure management strategies for geological CO2 storage using surrogate model-based reinforcement learning,Jungang Chen; Eduardo Gildin; Georgy Kompantsev,2024,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2024.104262,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2024.104262,preprint_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,arXiv legal preprint identified by acquisition scout
ESR_Celaya2024_100,Deep learning-based joint inversion of time-lapse surface gravity and seismic data for monitoring of 3D CO2 plumes,Adrian Celaya; Mauricio Araya-Polo,2024,Fourth International Meeting for Applied Geoscience & Energy,https://doi.org/10.1190/image2024-4093199.1,full_text_verified_primary_ML_CGS,verified_but_main_quantitative_excluded,yes,https://doi.org/10.1190/image2024-4093199.1,preprint_or_repository_full_text,no,Author-directed exclusion from main quantitative figures after bibliographic-status review; the accessible record is a preprint/repository version.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",arXiv legal preprint identified by acquisition scout
Han2024_HierarchicalMCMC,Surrogate model for geological CO2 storage and its use in hierarchical MCMC history matching,Yifu Han; François P. Hamon; Su Jiang; Louis J. Durlofsky,2024,Advances in Water Resources,https://doi.org/10.1016/j.advwatres.2024.104678,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.advwatres.2024.104678,preprint_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",arXiv legal preprint identified by acquisition scout
Tang2024_GNNFaulted,Learning CO2 plume migration in faulted reservoirs with Graph Neural Networks,Xin Ju; François P. Hamon; Gege Wen; Rayan Kanfar; Mauricio Araya-Polo; Hamdi A. Tchelepi,2024,Computers & Geosciences,https://doi.org/10.1016/j.cageo.2024.105711,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.cageo.2024.105711,preprint_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,arXiv legal preprint identified by acquisition scout
Jiang2024_DSIHistoryMatching,History matching for geological carbon storage using data-space inversion with spatio-temporal data parameterization,Su Jiang; Louis J. Durlofsky,2024,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2024.104124,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2024.104124,preprint_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating","arXiv legal preprint; included as storage data-assimilation evidence, not architecture novelty"
Lin2020_PressureLeakage,Normal or abnormal? Machine learning for the leakage detection in carbon sequestration projects using pressure field data,Saurabh Sinha; Rafael Pires de Lima; Youzuo Lin; Alexander Y. Sun; Neill Symons; Rajesh Pawar; George Guthrie,2020,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2020.103189,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2020.103189,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",OSTI legal accepted-manuscript PURL identified by acquisition scout
Leong2024_SeisCO2Net,Time-lapse seismic inversion for CO2 saturation with SeisCO2Net: An application to Frio-II site,Zi Xian Leong; Tieyuan Zhu; Alexander Y. Sun,2024,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2024.104058,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2024.104058,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",OSTI legal full-text route identified by acquisition scout
Mo2018_EncoderDecoderUQ,Deep Convolutional Encoder‐Decoder Networks for Uncertainty Quantification of Dynamic Multiphase Flow in Heterogeneous Media,Shaoxing Mo; Yinhao Zhu; Nicholas Zabaras; Xiaoqing Shi; Jichun Wu,2019,Water Resources Research,https://doi.org/10.1029/2018wr023528,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1029/2018wr023528,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,"Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass."
Wen2023_NestedFNO,"Real-time high-resolution CO
                    2
                    geological storage prediction using nested Fourier neural operators",Gege Wen; Zongyi Li; Qirui Long; Kamyar Azizzadenesheli; Anima Anandkumar; Sally M. Benson,2023,Energy & Environmental Science,https://doi.org/10.1039/d2ee04204e,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1039/d2ee04204e,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,"Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass."
Zhong2019_PressureAnomaly,A deep learning approach to anomaly detection in geological carbon sequestration sites using pressure measurements,Zhi Zhong; Alexander Y. Sun; Qian Yang; Qi Ouyang,2019,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2019.04.015,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.jhydrol.2019.04.015,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk","Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass."
Wen2021_PlumeDNN,Towards a predictor for CO2 plume migration using deep neural networks,Gege Wen; Meng Tang; Sally M. Benson,2021,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2020.103223,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2020.103223,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,"Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass."
Zhang2021_LearningInversionFreeForecast,Accurate and Rapid Forecasts for Geologic Carbon Storage via Learning-Based Inversion-Free Prediction,Dan Lu; Scott L. Painter; Nicholas A. Azzolina; Matthew Burton-Kelly; Tao Jiang; Cody Williamson,2022,Frontiers in Energy Research,https://doi.org/10.3389/fenrg.2021.752185,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.3389/fenrg.2021.752185,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,"Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass."
Yan2021_RobustDLWorkflow,A robust deep learning workflow to predict multiphase flow behavior during geological CO2 sequestration injection and Post-Injection periods,Bicheng Yan; Bailian Chen; Dylan Robert Harp; Wei Jia; Rajesh J. Pawar,2022,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2022.127542,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.jhydrol.2022.127542,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text extraction from lawful PDF; page-level notes still needed before detailed prose.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,"Ingested from local paper-search/paper-fetch workflow; no Sci-Hub, no CloakBrowser, no paywall bypass. Journal version substituted for previous preprint/repository record. Journal version substituted for previous preprint/repository record."
Attanasi2025_ResourceML,Machine learning provides reconnaissance-type estimates of carbon dioxide storage resources in oil and gas reservoirs,Emil Attanasi; Philip Freeman; Timothy Coburn,2025,Frontiers in Environmental Science,https://doi.org/10.3389/fenvs.2025.1562087,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.3389/fenvs.2025.1562087,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Screening and characterization,paper-fetch public OA route; Frontiers open-access PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
Baek2023_WellboreLeakage,Enabling site-specific well leakage risk estimation during geologic carbon sequestration using a modular deep-learning-based wellbore leakage model,Seunghwan Baek; Diana H. Bacon; Nicolas J. Huerta,2023,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2023.103903,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2023.103903,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",paper-fetch public OA route. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
ESR_Liu2025_121,Physics-coupled machine learning toolset for geological carbon storage evaluation and performance analysis,Guoxiang Liu; Xiongjun Wu; Chung-Yan Shih; Veronika Vasylkivska; Hema Siriwandane; Grant Bromhal,2026,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2025.104538,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2025.104538,journal_article,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,OSTI legal full-text PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero. Journal version substituted for previous preprint/repository record. Journal version substituted for previous preprint/repository record.
Lu2022_BayesianOptimization,Bayesian Optimization for Field-Scale Geological Carbon Storage,Xueying Lu; Kirk E. Jordan; Mary F. Wheeler; Edward O. Pyzer-Knapp; Matthew Benatan,2022,Engineering,https://doi.org/10.1016/j.eng.2022.06.011,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.eng.2022.06.011,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,OpenReview legal preprint PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
ESR_Chan2024_124,Accelerated Co2 Storage Optimization Using Multi-Resolution Fourier Neural Operator at the Illinois Basin Decatur Project (Ibdp),Chin-Hsiang Chan; Masahiro Nagao; Akhil Datta-Gupta,2024,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5012232,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.2139/ssrn.5012232,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Operation and control,OSTI legal full-text PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
ESR_Zheng2025_207,Deep Learning–Assisted Multiobjective Optimization of Geological CO2 Storage Performance under Geomechanical Risks,Fangning Zheng; Martin Ma; Hari Viswanathan; Rajesh Pawar; Birendra Jha; Bailian Chen,2025,SPE Journal,https://doi.org/10.2118/220850-pa,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.2118/220850-pa,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",OSTI legal full-text PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
ESR_Kanakaki2025_045,Application of an Automated Machine Learning-Driven Grid Block Classification Framework to a Realistic Deep Saline Aquifer Model for Accelerating Numerical Simulations of CO2 Geological Storage,Eirini Maria Kanakaki; Sofianos Panagiotis Fotias; Vassilis Gaganis,2025,Processes,https://doi.org/10.3390/pr13082658,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.3390/pr13082658,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Cross-cutting and other,MDPI publisher open-access PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
Yin2022_XAILeakage,De-risking geological carbon storage from high resolution time-lapse seismic to explainable leakage detection,Ziyi Yin; Huseyin Tuna Erdinc; Abhinav Prakash Gahlot; Mathias Louboutin; Felix J. Herrmann,2022,The Leading Edge,https://slim.gatech.edu/Publications/Public/Journals/TheLeadingEdge/2022/yin2022TLEdgc/paper.html,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://slim.gatech.edu/Publications/Public/Journals/TheLeadingEdge/2022/yin2022TLEdgc/paper.html,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Leakage, wellbore and containment risk",Georgia Tech SLIM author/publisher-hosted legal PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
Crain2023_MonitoringHistory,An integrated framework for optimal monitoring and history matching in CO2 storage projects,Dylan M. Crain; Sally M. Benson; Sarah D. Saltzer; Louis J. Durlofsky,2024,Computational Geosciences,https://doi.org/10.1007/s10596-023-10216-3,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1007/s10596-023-10216-3,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,"Monitoring, inversion and updating",Stanford SCCS legal author/institutional PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
ESR_RefNone_173,Toward Estimating CO2 Solubility in Pure Water and Brine Using Cascade Forward Neural Network and Generalized Regression Neural Network: Application to CO2 Dissolution Trapping in Saline Aquifers,Xinyuan Zou; Yingting Zhu; Jing Lv; Yuchi Zhou; Bin Ding; Weidong Liu; Kai Xiao; Qun Zhang,2024,ACS Omega,https://doi.org/10.1021/acsomega.3c07962,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1021/acsomega.3c07962,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,paper-fetch public OA route via Europe PMC / ACS Omega open access. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
Nassabeh2024_OffshoreSite,"Sub-surface geospatial intelligence in carbon capture, utilization and storage: A machine learning approach for offshore storage site selection",Mehdi Nassabeh; Zhenjiang You; Alireza Keshavarz; Stefan Iglauer,2024,Energy,https://doi.org/10.1016/j.energy.2024.132086,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.energy.2024.132086,journal_or_repository_full_text,yes,Meets the predeclared main-claim eligibility rule.,Automated full-text text extraction; page-specific manual notes still recommended.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Screening and characterization,CORE / Edith Cowan University Research Online legal accepted-manuscript PDF. Added from remaining-103 pending sprint; unknown values were left blank/not reported rather than scored as zero.
ESR_Kadeethum2024_128,An improved neural operator framework for large-scale CO2 storage operations,T. Kadeethum; S.J. Verzi; H. Yoon,2024,Geoenergy Science and Engineering,https://doi.org/10.1016/j.geoen.2024.213007,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.geoen.2024.213007,journal_article,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
ESR_Falola2024_123,Application of Neural Operator Technique for Rapid Forecast of CO2 Pressure and Saturation Distribution,Yusuf Falola; Pradyumna Singh Rathore; Geetha Gopakumar Nair; Julianna Toms,2024,Offshore Technology Conference,https://doi.org/10.4043/35230-ms,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.4043/35230-ms,conference_paper,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
Witte2023_WNO,Fast CO2 saturation simulations on large-scale geomodels with artificial intelligence-based Wavelet Neural Operators,Philipp A. Witte; Tugrul Konuk; Erik Skjetne; Ranveer Chandra,2023,International Journal of Greenhouse Gas Control,https://doi.org/10.1016/j.ijggc.2023.103880,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1016/j.ijggc.2023.103880,journal_article,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
ESR_Hassani2024_118,Machine Learning-Based CO2 Saturation Tracking in Saline Aquifers Using Bottomhole Pressure for Carbon Capture and Storage CCS Projects,H. Hassani; A. Shahbazi; E. Shahbalayev; Z. Hamdi; S. Behjat; M. Bataee,2024,SPE Norway Subsurface Conference,https://doi.org/10.2118/218445-ms,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.2118/218445-ms,conference_paper,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
ESR_Zhang2025_115,"A Dynamic and Constrained Machine Learning Framework for CO
                    2
                    Saturation Prediction in Geological Carbon Storage Reservoirs",Xiaoming Zhang; Ting Xiao; Nathan Moodie; Zimeng Yu; Brian McPherson,2025,Journal of Geophysical Research: Machine Learning and Computation,https://doi.org/10.1029/2025jh000772,full_text_verified_primary_ML_CGS,quantitative_main,yes,https://doi.org/10.1029/2025jh000772,journal_article,yes,Meets the predeclared main-claim eligibility rule.,User-supplied local full-text PDF ingested on 2026-05-31; automated text extraction completed. Human page-level verification is still recommended before detailed prose claims.,evidence/WP4_CONSERVATIVE_ANALYSIS_CORE.csv,Storage dynamics and surrogates,User-supplied legal/local PDF from folder 32个; unknown/not reported values were not scored as zero.
