figure_id,visual_element_id,stage_id,element_type,displayed_text,source_files,source_fields,evidence_role,unknown_count,not_reported_count,confirmed_absent_count,claim_boundary
FigWP9_04,S3_stop_condition,S3,stop_condition,"An ensemble, posterior or interval is presented without a reliability check, or a surrogate is treated as exact in downstream analysis.",evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Calibrated under distribution shift, decision robust or risk bounded beyond the evaluated regime."
FigWP9_04,S3_admissible_claim,S3,admissible_claim,"Uncertainty is reliability-checked and propagated for the evaluated workflow, to the extent explicitly demonstrated.",evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Calibrated under distribution shift, decision robust or risk bounded beyond the evaluated regime."
FigWP9_04,S4_stage,S4,stage,Geological and operational stress testing,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,General OOD robustness or cross-site transfer without an explicit held-out site or distinctly separate field setting.
FigWP9_04,S4_artifact,S4,artifact,Geological and operational stress-test matrix,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,General OOD robustness or cross-site transfer without an explicit held-out site or distinctly separate field setting.
FigWP9_04,S4_stop_condition,S4,stop_condition,"Evaluation remains a random same-distribution split, or the claimed shift is not defined relative to development data.",evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,General OOD robustness or cross-site transfer without an explicit held-out site or distinctly separate field setting.
FigWP9_04,S4_admissible_claim,S4,admissible_claim,The workflow has been tested under the named geological or operational shifts.,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,General OOD robustness or cross-site transfer without an explicit held-out site or distinctly separate field setting.
FigWP9_04,S5_stage,S5,stage,Monitoring-updated field evaluation,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Cross-site validity, operational field readiness or realistic rare-event prevalence from one field or controlled setting."
FigWP9_04,S5_artifact,S5,artifact,Field-evaluation and monitoring-update dossier,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Cross-site validity, operational field readiness or realistic rare-event prevalence from one field or controlled setting."
FigWP9_04,S5_stop_condition,S5,stop_condition,"A named site, field-derived input or field-inspired simulator is used without comparing the ML output with field or controlled evidence.",evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Cross-site validity, operational field readiness or realistic rare-event prevalence from one field or controlled setting."
FigWP9_04,S5_admissible_claim,S5,admissible_claim,The workflow has single-site or controlled-experiment evidence in the stated setting.,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Cross-site validity, operational field readiness or realistic rare-event prevalence from one field or controlled setting."
FigWP9_04,S6_stage,S6,stage,Decision-threshold and human-review integration,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Autonomous control, universal safety, regulatory approval or deployment readiness beyond the demonstrated case."
FigWP9_04,S6_artifact,S6,artifact,Decision protocol and human-review record,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Autonomous control, universal safety, regulatory approval or deployment readiness beyond the demonstrated case."
FigWP9_04,S6_stop_condition,S6,stop_condition,"The model output is not linked to a named action, consequence-aware metric, safe fallback or accountable reviewer.",evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Autonomous control, universal safety, regulatory approval or deployment readiness beyond the demonstrated case."
FigWP9_04,S6_admissible_claim,S6,admissible_claim,The workflow has been evaluated as decision support for the stated case and review process.,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Autonomous control, universal safety, regulatory approval or deployment readiness beyond the demonstrated case."
FigWP9_04,S7_stage,S7,stage,Auditable MRV and stewardship evidence,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Regulatory compliance, certification or acceptance without regulator-specific review and evidence."
FigWP9_04,S7_artifact,S7,artifact,MRV and stewardship audit package,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Regulatory compliance, certification or acceptance without regulator-specific review and evidence."
FigWP9_04,S7_stop_condition,S7,stop_condition,"Data, model, update, decision or corrective-action provenance cannot be reconstructed, or review responsibility is undefined.",evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Regulatory compliance, certification or acceptance without regulator-specific review and evidence."
FigWP9_04,S7_admissible_claim,S7,admissible_claim,The workflow is auditable for MRV or stewardship within the demonstrated scope.,evidence/WP5_MINIMUM_VALIDATION_PACKAGES.csv;evidence/FIELD_PROJECT_VALIDATION_SUMMARY.csv;evidence/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md;evidence/WP9_4_METHOD_FAMILY_EVIDENCE_OBLIGATIONS.csv,WP5 minimum evidence fields; WP6 validation implication and limitation; WP9.3 dimensions; WP9.4 evidence obligations,author synthesis,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,not_applicable_to_synthesis_figure,"Regulatory compliance, certification or acceptance without regulator-specific review and evidence."
