paper_id,field,reviewer_value,locked_value,final_value,decision_basis,changed_from_locked,reviewer_evidence,author_evidence,resolution_rationale,reviewer,adjudicator,review_date,adjudication_date,source_workbook,review_batch
Jiang2024_DSIHistoryMatching,cross_site_test_state,confirmed_absent,not_reported,confirmed_absent,author_adjudicated_disagreement,yes,研究在同一先验生成的合成储层上做 DSI 历史匹配，无现场、计划注入、跨场地或显式 OOD。作者不只展示区间，而是在五个 synthetic true models 上计算预测区间的 coverage probability，并与目标覆盖水平比较，构成明确的区间可靠性／后验检查，故不确定性为 3。物理一致性由流动模拟输出、时空参数化及真值诊断支持。AAE 用于数据空间参数化，并不是一个带误差项的前向代理进入优化或决策，因此代理误差传播记 not_applicable。,核查字段：跨场地／跨地质背景测试。全文页码／章节：PDF pp.1–11（合成 DSI 与数据参数化）；pp.13–29（五个真值、coverage probability 与结论）。全文证据：研究在同一先验生成的合成储层上做 DSI 历史匹配，无现场、计划注入、跨场地或显式 OOD。作者不只展示区间，而是在五个 synthetic true models 上计算预测区间的 coverage probability，并与目标覆盖水平比较，构成明确的区间可靠性／后验检查，故不确定性为 3。物理一致性由流动模拟输出、时空参数化及真值诊断支持。AAE 用于数据空间参数化，并不是一个带误差项的前向代理进入优化或决策，因此代理误差传播记 not_applicable。。复核信心：high。,全文评价局限于单一场地、同一模拟设置或同一地质背景；现场案例本身不等于跨场地验证。因此最终编码为“confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
TARGET_JointInversion2023_2022JB025372,cross_site_test_state,confirmed_absent,confirmed_absent,confirmed_absent,independent_exact_agreement_retained,no,联合地震／电磁反演在场地尺度合成监测数据上演示，没有现场注入资料或跨场地测试；测试模型仍来自同一生成设置。可微岩石物理、波动／电磁正演与联合损失显式进入网络，故物理一致性为 4。BNN 输出后验样本并展示均值／离散度，但未报告覆盖率、校准曲线或系统后验预测检验；作者把与完整 MCMC 的基准比较列为未来工作，故不记已校准。该网络本身就是反演模型，不存在另一个代理误差向下游传播的问题。,,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Zhong2019_PressureAnomaly,cross_site_test_state,confirmed_absent,not_reported,confirmed_absent,author_adjudicated_disagreement,yes,摘要明确：模型以无泄漏 base experiment 的井底压力训练，再在“一系列 controlled CO2 release experiments”上测试；现场试验在 Cranfield 通过 F3 以 60 kg／min 人工采出 CO₂ 形成已知泄漏事件。故为受控现场评价，且 nominal-to-leak 是显式异常分布测试，但仅一个场地。模型用 1000 次实现形成预测区间，并以 1σ／2σ／3σ 阈值直接判定异常；虽然未验证名义覆盖率，不能记校准，但不确定性确已进入现场报警决策，故不确定性与决策就绪度均为 4。,核查字段：跨场地／跨地质背景测试。全文页码／章节：PDF pp.1、4–6（Cranfield 现场与人工泄漏）；pp.10–20（训练、预测区间、阈值与结论）。全文证据：摘要明确：模型以无泄漏 base experiment 的井底压力训练，再在“一系列 controlled CO2 release experiments”上测试；现场试验在 Cranfield 通过 F3 以 60 kg／min 人工采出 CO₂ 形成已知泄漏事件。故为受控现场评价，且 nominal-to-leak 是显式异常分布测试，但仅一个场地。模型用 1000 次实现形成预测区间，并以 1σ／2σ／3σ 阈值直接判定异常；虽然未验证名义覆盖率，不能记校准，但不确定性确已进入现场报警决策，故不确定性与决策就绪度均为 4。。复核信心：high。,全文评价局限于单一场地、同一模拟设置或同一地质背景；现场案例本身不等于跨场地验证。因此最终编码为“confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Lin2020_PressureLeakage,cross_site_test_state,confirmed_absent,not_reported,confirmed_absent,author_adjudicated_disagreement,yes,Cranfield HPT 现场数据包含基线试验和通过 F3 地面阀形成的人工泄漏试验。作者明确“models are not trained on the leak test data”；模型只学 150-min 基线，再以 90-min 泄漏作为异常测试，因此是受控释放且为 nominal-to-leak OOD。固定 squared-error 阈值 1e-03 产生早期报警，形成可审计的现场决策链。20 个网络实现只用于汇总平均 MSE／计算时间，所谓 confidence 未做覆盖或可靠性检查，故校准不成立、不确定性仅记 1。没有跨场地实验。,核查字段：跨场地／跨地质背景测试。全文页码／章节：PDF pp.2、6–14（Cranfield HPT、基线／泄漏与训练）；pp.18–26（模型比较、阈值与结论）。全文证据：Cranfield HPT 现场数据包含基线试验和通过 F3 地面阀形成的人工泄漏试验。作者明确“models are not trained on the leak test data”；模型只学 150-min 基线，再以 90-min 泄漏作为异常测试，因此是受控释放且为 nominal-to-leak OOD。固定 squared-error 阈值 1e-03 产生早期报警，形成可审计的现场决策链。20 个网络实现只用于汇总平均 MSE／计算时间，所谓 confidence 未做覆盖或可靠性检查，故校准不成立、不确定性仅记 1。没有跨场地实验。。复核信心：high。,全文评价局限于单一场地、同一模拟设置或同一地质背景；现场案例本身不等于跨场地验证。因此最终编码为“confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Baek2023_WellboreLeakage,cross_site_test_state,confirmed_absent,not_reported,confirmed_absent,author_adjudicated_disagreement,yes,深度学习井筒 ROM 由 STOMP–CO₂ 数值模拟训练，采用随机 0.70／0.20／0.10 训练–验证–测试；应用案例仍是 homogeneous synthetic reservoir 与 hypothetical leaky wells，故无现场或 OOD。Darcy 驱动力等物理特征、分类–回归分解和模拟器对照支持物理诊断。500 个不确定井属性实现给出累计泄漏 P25／P50／P75，并面向许可风险，属于概率 UQ。作者承认 one-way coupling 会产生误差，但该误差没有进入风险分布或决策，故不记代理误差传播。,核查字段：跨场地／跨地质背景测试。全文页码／章节：PDF pp.1–8（STOMP／井筒模型、70／20／10 划分）；pp.9–11（假想场地、500 实现与局限）。全文证据：深度学习井筒 ROM 由 STOMP–CO₂ 数值模拟训练，采用随机 0.70／0.20／0.10 训练–验证–测试；应用案例仍是 homogeneous synthetic reservoir 与 hypothetical leaky wells，故无现场或 OOD。Darcy 驱动力等物理特征、分类–回归分解和模拟器对照支持物理诊断。500 个不确定井属性实现给出累计泄漏 P25／P50／P75，并面向许可风险，属于概率 UQ。作者承认 one-way coupling 会产生误差，但该误差没有进入风险分布或决策，故不记代理误差传播。。复核信心：high。,全文评价局限于单一场地、同一模拟设置或同一地质背景；现场案例本身不等于跨场地验证。因此最终编码为“confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Tang2022_226,cross_site_test_state,confirmed_absent,not_reported,confirmed_absent,author_adjudicated_disagreement,yes,全文采用 commercial-scale 3D synthetic case，结论强调 displacement maps were synthetic，故无现场或受控注入评价。两个 R–U–Net 只用 1、2、5、10 年结果训练，却在 12、16 年预测，并明确称“acceptable extrapolation ... up to 16 years”，构成时间 OOD；不是跨场地。ES–MDA 后验压力／位移集合的均值、标准差与 synthetic truth 在观测时刻和未来时刻比较，属于后验预测检查。似然／更新协方差只描述 measurement error，未加入 R–U–Net 代理误差，故不记误差传播。流动–地质力学耦合由 GEOSX 与跨场预测支持。,核查字段：跨场地／跨地质背景测试。全文页码／章节：PDF pp.4–18（合成耦合模型与 ES–MDA）；pp.27–38（时间外推与后验检查）；pp.40–42（结论／局限）。全文证据：全文采用 commercial-scale 3D synthetic case，结论强调 displacement maps were synthetic，故无现场或受控注入评价。两个 R–U–Net 只用 1、2、5、10 年结果训练，却在 12、16 年预测，并明确称“acceptable extrapolation ... up to 16 years”，构成时间 OOD；不是跨场地。ES–MDA 后验压力／位移集合的均值、标准差与 synthetic truth 在观测时刻和未来时刻比较，属于后验预测检查。似然／更新协方差只描述 measurement error，未加入 R–U–Net 代理误差，故不记误差传播。流动–地质力学耦合由 GEOSX 与跨场预测支持。。复核信心：high。,全文评价局限于单一场地、同一模拟设置或同一地质背景；现场案例本身不等于跨场地验证。因此最终编码为“confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Meng2025_211,cross_site_test_state,confirmed_absent,not_reported,confirmed_absent,author_adjudicated_disagreement,yes,研究明确使用“synthetic case reservoir model”；CMG–GEM 耦合组分流动与地质力学，并以 Mohr–Coulomb／滑移趋势描述断层再活化，物理一致性为 4。每个含水率场景的 1000 个 LHS 样本随机分成 80% 训练与 20% blind testing，仍是同分布，且没有现场／跨地质验证。论文统计误差分布并发现含水率 >0.9 时 FSD 误差不满足 ±20% 要求，但没有校准预测区间。随后只把优化范围限制到 ≤0.9，未把代理误差作为 Pareto 目标／约束的不确定性传播，故仍记 confirmed_absent。,核查字段：跨场地／跨地质背景测试。全文页码／章节：PDF pp.3–7（合成耦合模型、Mohr–Coulomb 与数据）；pp.11–20（随机盲测、误差、Pareto 优化与局限）。全文证据：研究明确使用“synthetic case reservoir model”；CMG–GEM 耦合组分流动与地质力学，并以 Mohr–Coulomb／滑移趋势描述断层再活化，物理一致性为 4。每个含水率场景的 1000 个 LHS 样本随机分成 80% 训练与 20% blind testing，仍是同分布，且没有现场／跨地质验证。论文统计误差分布并发现含水率 >0.9 时 FSD 误差不满足 ±20% 要求，但没有校准预测区间。随后只把优化范围限制到 ≤0.9，未把代理误差作为 Pareto 目标／约束的不确定性传播，故仍记 confirmed_absent。。复核信心：high。,全文评价局限于单一场地、同一模拟设置或同一地质背景；现场案例本身不等于跨场地验证。因此最终编码为“confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Arafath2025_MalayBasinML,uncertainty_calibration_category,deterministic_or_confirmed_absent,deterministic_or_confirmed_absent,deterministic_or_confirmed_absent,independent_exact_agreement_retained,no,"原文说明使用 X field 的“petrophysical data, well records, and core data”，模型结果与该场地岩心／测井解释相对照，故为单场地现场观测比较。数据采用 80%／10%／10% 划分及交叉验证，属于同分布测试而非 OOD。文中把“field-scale validation ... using pilot CO2 injection tests”列为未来工作，故没有受控注入验证；也未报告不确定性校准或需要传播的下游代理误差。物理得分来自 Archie 等简化岩石物理／测井约束。",,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Vishal2025_213,uncertainty_calibration_category,not_reported,not_reported,not_reported,independent_exact_agreement_retained,no,论文称数据来自 Cauvery Basin 的二维／三维地震与勘探井测井，并用 Well X-42 岩心数据验证，故记为现场观测比较；但 p.16 明言“lack of any real-time field validation”，不能记成注入工作流现场验证。p.14–15 仅笼统称对“independent offshore subsets”交叉验证、R²下降 5%–10%，未交代训练区域、留出规则或地质差异，故 OOD 与跨地质测试均记 unclear。95% 置信区间由残差标准误得到，但没有覆盖率／可靠性检验；BNN 被列为未来工作，故不记校准。,,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Wu2025_042,uncertainty_calibration_category,not_reported,not_reported,not_reported,independent_exact_agreement_retained,no,"常规训练／测试来自合成汇编数据；结论亦承认“current training data relies on synthetic datasets”。显式盲测把韩国 Gorae V 盆地参数送入 CMG–GEM，并与训练好的 XGBoost 对比（RTI／STI 拟合约 98.53%／96.48%），属于跨地质背景的模拟 OOD，不是现场跨场地验证。100,000 次 Monte Carlo 给出 TEI 分布，但没有名义覆盖率或后验预测校验。模型 RMSE 与 Williams 图只评估代理误差，NSGA–II 目标中未纳入该误差，故不记误差传播。SHAP 趋势与 Henry’s law 对照，支持简化物理一致性。",,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Chan2024_124,uncertainty_calibration_category,deterministic_or_confirmed_absent,legacy_uncertainty_calibration_or_posterior_check,deterministic_or_confirmed_absent,author_adjudicated_disagreement,yes,所谓 IBDP field application 实际以场地模型的 ECLIPSE 模拟结果训练／评价 ML，没有与现场观测或注入数据对照。模型以粗网格数据训练并在原始细网格预测，且用 E300 细网格结果验证，属于明确的跨分辨率 OOD。作者同时指出代理为“pure data-driven”且不保证物理连续性，但对压力／饱和度场及选定优化方案进行了高保真模拟诊断。优化后仅把所选方案重新送入 E300；代理误差没有进入 MOGA 目标或约束，因此这是事后复核而不是误差传播。,核查字段：不确定性校准／后验预测检查。全文页码／章节：PDF pp.5–8（合成测试、IBDP 模型与跨分辨率训练）；pp.9–11（优化与高保真复核）。全文证据：所谓 IBDP field application 实际以场地模型的 ECLIPSE 模拟结果训练／评价 ML，没有与现场观测或注入数据对照。模型以粗网格数据训练并在原始细网格预测，且用 E300 细网格结果验证，属于明确的跨分辨率 OOD。作者同时指出代理为“pure data-driven”且不保证物理连续性，但对压力／饱和度场及选定优化方案进行了高保真模拟诊断。优化后仅把所选方案重新送入 E300；代理误差没有进入 MOGA 目标或约束，因此这是事后复核而不是误差传播。。复核信心：high。,方法给出确定性结果，或仅报告未校准的方差、区间、敏感性或模型集合；这些证据不等于校准。因此最终编码为“deterministic_or_confirmed_absent”；原锁定值“legacy_uncertainty_calibration_or_posterior_check”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
TARGET_DRLGeoRisk2026_214483,uncertainty_calibration_category,not_reported,deterministic_or_confirmed_absent,not_reported,author_adjudicated_disagreement,yes,研究使用基于 Aquistore 的条件地质统计实现及 820 个耦合流动–地质力学模拟，不是现场观测验证。独立验证实现被明确描述为“previously unseen realizations drawn from the same uncertainty distribution”，所以虽未见样本但仍是同分布，不能算 OOD。1000 个地质实现与域随机化用于稳健策略学习，但未做区间覆盖或校准。GRU–FNO 的误差只在附录／验证中报告，未作为奖励、约束或策略不确定性项传播。43 MPa 高风险压力线和边界泄漏惩罚直接进入控制目标，故决策就绪度较高但仍是 proof of concept。,核查字段：不确定性校准／后验预测检查。全文页码／章节：PDF pp.1–7（Aquistore 场地模型、代理与域随机化）；pp.11–15（验证、阈值与局限）。全文证据：研究使用基于 Aquistore 的条件地质统计实现及 820 个耦合流动–地质力学模拟，不是现场观测验证。独立验证实现被明确描述为“previously unseen realizations drawn from the same uncertainty distribution”，所以虽未见样本但仍是同分布，不能算 OOD。1000 个地质实现与域随机化用于稳健策略学习，但未做区间覆盖或校准。GRU–FNO 的误差只在附录／验证中报告，未作为奖励、约束或策略不确定性项传播。43 MPa 高风险压力线和边界泄漏惩罚直接进入控制目标，故决策就绪度较高但仍是 proof of concept。。复核信心：high。,全文未报告可核查的覆盖率、可靠性、后验预测检查或其他校准评价；不能从沉默推断为明确无。因此最终编码为“not_reported”；原锁定值“deterministic_or_confirmed_absent”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_RefNone_173,uncertainty_calibration_category,deterministic_or_confirmed_absent,not_reported,deterministic_or_confirmed_absent,author_adjudicated_disagreement,yes,训练标签来自已发表的 CO2–水／盐水溶解度实验数据库，因此是实验室／受控证据而非储层现场验证或计划注入评价。全文采用随机 80%／20% 训练–测试划分，没有独立范围、场地或地质背景留出。网络给出点预测与常规误差指标，未见概率校准、后验预测检查或下游代理决策链。物理关系主要由温度、压力、盐度等输入及文献机理继承，未显式施加守恒／热力学约束。,"核查字段：不确定性校准／后验预测检查。全文页码／章节：PDF pp.1, 5–13（实验数据库、模型、80／20 划分与结果）。全文证据：训练标签来自已发表的 CO2–水／盐水溶解度实验数据库，因此是实验室／受控证据而非储层现场验证或计划注入评价。全文采用随机 80%／20% 训练–测试划分，没有独立范围、场地或地质背景留出。网络给出点预测与常规误差指标，未见概率校准、后验预测检查或下游代理决策链。物理关系主要由温度、压力、盐度等输入及文献机理继承，未显式施加守恒／热力学约束。。复核信心：high。",方法给出确定性结果，或仅报告未校准的方差、区间、敏感性或模型集合；这些证据不等于校准。因此最终编码为“deterministic_or_confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Wen2021_CCSNet,uncertainty_calibration_category,not_reported,not_reported,not_reported,independent_exact_agreement_retained,no,CCSNet 全部以 ECLIPSE 合成模拟训练；“training/validation data split is 10/1”，验证样本仍在同一参数采样域内，故无现场、受控注入或 OOD。模型对压力、饱和度、相组成等多物理输出做了模拟器对照和误差空间诊断，物理一致性高于仅报告网络精度。均值、标准差、误差直方图及经验回归误差项没有覆盖率／可靠性检验，故不记校准。CCSNet 又被用于生成筛选用 sweep／溶解度指标，但代理误差没有进入这些派生估计或决策。,,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Liu2025_121,uncertainty_calibration_category,not_reported,not_reported,not_reported,independent_exact_agreement_retained,no,该文件只有一页海报，说明 physics-coupled ML toolset、CRM 与储量／注入绩效用途，但没有给出数据来源、训练–测试方案、现场对照、受控注入评价、OOD、跨场地实验或不确定性校准结果；海报还把 cross-validation／进一步验证描述为 ongoing。按规则，缺报不能填 0，相关评分记 not reported。物理得分仅反映已陈述的简化耦合框架；不能据项目背景推断现场验证。,,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Shokouhi2021_PhysicsInformedSite,uncertainty_calibration_category,deterministic_or_confirmed_absent,not_reported,deterministic_or_confirmed_absent,author_adjudicated_disagreement,yes,全文材料展示的是基于数值场的 physics-informed deep learning：损失中加入控制方程／边界条件并预测 CO₂ 储层响应；未出现现场观测、计划注入数据或跨场地评价。材料没有充分交代训练–测试留出方式，故 OOD 记 not_reported，而不是据沉默填 0；明确只有单一模拟设置，跨场地记 confirmed_absent。输出为确定性结果，没有校准或后验检查；该工作没有把代理嵌入反演／优化／决策链，代理误差传播不适用。,核查字段：不确定性校准／后验预测检查。全文页码／章节：PDF pp.1–10（全文幻灯片：问题、PINN 架构、模拟结果与结论）。全文证据：全文材料展示的是基于数值场的 physics-informed deep learning：损失中加入控制方程／边界条件并预测 CO₂ 储层响应；未出现现场观测、计划注入数据或跨场地评价。材料没有充分交代训练–测试留出方式，故 OOD 记 not_reported，而不是据沉默填 0；明确只有单一模拟设置，跨场地记 confirmed_absent。输出为确定性结果，没有校准或后验检查；该工作没有把代理嵌入反演／优化／决策链，代理误差传播不适用。。复核信心：high。,方法给出确定性结果，或仅报告未校准的方差、区间、敏感性或模型集合；这些证据不等于校准。因此最终编码为“deterministic_or_confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Pawar2023_168,uncertainty_calibration_category,deterministic_or_confirmed_absent,not_reported,deterministic_or_confirmed_absent,author_adjudicated_disagreement,yes,论文用数值模拟生成的压力／饱和度场训练 FNO，并在同一合成数据生成机制的留出样本上报告误差；没有现场观测、计划注入数据、跨场地或明确分布外设置。FNO 未嵌入物理方程，物理性主要继承自训练模拟器；也未报告概率校准。本文只评价快速前向预测，没有实施反演、优化或储层决策，因此代理误差传播记 not_applicable。,核查字段：不确定性校准／后验预测检查。全文页码／章节：PDF pp.1–5（全文：模拟数据、FNO 训练／测试与结果）。全文证据：论文用数值模拟生成的压力／饱和度场训练 FNO，并在同一合成数据生成机制的留出样本上报告误差；没有现场观测、计划注入数据、跨场地或明确分布外设置。FNO 未嵌入物理方程，物理性主要继承自训练模拟器；也未报告概率校准。本文只评价快速前向预测，没有实施反演、优化或储层决策，因此代理误差传播记 not_applicable。。复核信心：high。,方法给出确定性结果，或仅报告未校准的方差、区间、敏感性或模型集合；这些证据不等于校准。因此最终编码为“deterministic_or_confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Zhang2021_LearningInversionFreeForecast,uncertainty_calibration_category,legacy_uncertainty_calibration_or_posterior_check,legacy_uncertainty_calibration_or_posterior_check,legacy_uncertainty_calibration_or_posterior_check,independent_exact_agreement_retained,no,"研究明确为单个合成场景，观测来自一个 geomodel；p.11 还写明“To avoid extrapolation, LIP requires the observation data to lie inside of the prior samples”，故无 OOD 或跨场地测试。Bayesian LIP 给出预测场的后验均值／标准差，并在三个 synthetic truth 上逐图比较后验预测与真值，属于后验预测检查；但没有现场数据。LIP 是直接的观测–预测统计映射，不是另一个代理进入下游反演／优化的误差项，故代理误差传播记 not_applicable。",,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
ESR_Kadeethum2024_128,uncertainty_calibration_category,deterministic_or_confirmed_absent,not_reported,deterministic_or_confirmed_absent,author_adjudicated_disagreement,yes,虽以 IBDP 场地数据建立 Eclipse 实现，但 ML 仅与多相流模拟结果对比，未评价现场观测或实际注入记录。90 个训练、10 个测试实现采用 uniform division，且作者特意保证测试输入均值／标准差“不偏离训练特征”，所以是同分布测试而非 OOD。INO 为数据驱动 ROM，论文把 physics-informed integration 列为未来方向；无不确定性校准，也没有实际反演／优化／决策环节，故代理误差传播不适用。,核查字段：不确定性校准／后验预测检查。全文页码／章节：PDF pp.5–7（IBDP 模拟数据与划分）；pp.8–13（测试、局限与结论）。全文证据：虽以 IBDP 场地数据建立 Eclipse 实现，但 ML 仅与多相流模拟结果对比，未评价现场观测或实际注入记录。90 个训练、10 个测试实现采用 uniform division，且作者特意保证测试输入均值／标准差“不偏离训练特征”，所以是同分布测试而非 OOD。INO 为数据驱动 ROM，论文把 physics-informed integration 列为未来方向；无不确定性校准，也没有实际反演／优化／决策环节，故代理误差传播不适用。。复核信心：high。,方法给出确定性结果，或仅报告未校准的方差、区间、敏感性或模型集合；这些证据不等于校准。因此最终编码为“deterministic_or_confirmed_absent”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Wen2023_NestedFNO,uncertainty_calibration_category,not_reported,not_reported,not_reported,independent_exact_agreement_retained,no,Nested FNO 用半自适应局部网格数值模拟训练，测试仍从训练参数范围抽样；方法部分明确要求输入“within the training data sampling ranges”，故没有显式 OOD 或跨场地测试。1000 个同一统计分布的渗透率实现用于给出最大压力与羽流足迹的概率分布，可支持用地／监测设计，属于概率 UQ；但 95% error band 是代理误差描述，没有覆盖率校准。分层网络专门分析并减轻误差累积，但未把剩余代理误差作为风险／决策不确定性传播。,,Reviewer and locked coding agreed exactly; the locked value was retained.,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
Mo2018_EncoderDecoderUQ,uncertainty_calibration_category,legacy_uncertainty_calibration_or_posterior_check,not_reported,legacy_uncertainty_calibration_or_posterior_check,author_adjudicated_disagreement,yes,"全部样本来自相同随机介质／多相流模拟分布，无现场、计划注入、跨场地或显式 OOD。编码器–解码器代理生成 Monte Carlo 输出分布，并把概率密度、均值和方差与 20,000 次高保真 Monte Carlo 参考逐项对照，属于对预测不确定性的明确验证／检查，故不确定性为 3。物理一致性来自多相流模拟器对照与时空误差诊断。代理用于 UQ，但其自身逼近误差没有作为独立误差模型传播到决策或反演。","核查字段：不确定性校准／后验预测检查。全文页码／章节：PDF pp.5–18（合成训练／测试与场量误差）；pp.22–26（Monte Carlo 分布验证与结论）。全文证据：全部样本来自相同随机介质／多相流模拟分布，无现场、计划注入、跨场地或显式 OOD。编码器–解码器代理生成 Monte Carlo 输出分布，并把概率密度、均值和方差与 20,000 次高保真 Monte Carlo 参考逐项对照，属于对预测不确定性的明确验证／检查，故不确定性为 3。物理一致性来自多相流模拟器对照与时空误差诊断。代理用于 UQ，但其自身逼近误差没有作为独立误差模型传播到决策或反演。。复核信心：high。",全文提供了可识别的区间可靠性或后验预测检查，但其报告方式对应代码本中的 legacy 类别。因此最终编码为“legacy_uncertainty_calibration_or_posterior_check”；原锁定值“not_reported”在本行全文证据及当前 Codebook 边界下不采用。,Xiaoyang Zhang (XZ),Yangqi Ma (YM),2026-07-29,2026-07-30,outputs\wp8_ijggc_v2_2026-07-30\IJGGC_V2_INDEPENDENT_REVIEW_FINALIZED_LOCKED.xlsx,prior26
