relative_path,size_bytes,sha256
data/TableS20_actionable_deployment_roadmap.csv,2829,6e7be8ebee86253687b1fa948b50c54be3c6beca52aafdde5235f7b1a8dd0e05
data/TableS21_WP9_8_R1_author_verified_field_overrides.csv,25699,4fd347173c6bc2b93c4d141234a528a6c63ab2aefa6c47b4ee2d71012f76f879
data/TableS22_WP9_8_R1_method_family_mapping.csv,44961,91d56dc288ae21d844878769fd991b77815e14a3f76e2f6fae565e8c1ac7f962
data/WP9_3_TARGETED_AUTHOR_RECHECK_51.csv,29976,39d2c4d53d6c9f447f7718942d7dbfb690e9a9a4b2a2f28cd4cc943718a1bbc6
data/WP9_4_HYBRID_MAPPING_AUTHOR_REVIEW_9.csv,5394,0d55f4c5fc17ac88a5cdc17af8b06e729616d81118a6f34665320ae120311297
data/WP9_5_FIGURE_TRACEABILITY.csv,97075,3516fee740bc44545235b2f5959202267f136630f1dee7c5761c47c40d4bc3a5
data/WP9_6_FIGURE_TRACEABILITY.csv,18413,2a938e95192aef1308eefabbdd0637124ffaf11793e5b9376e69570d66c65bcd
data/WP9_8_R1_ANALYSIS_MANIFEST.json,2672,a04b062443a17c7e77136ce720b82c53204d570174deb3d50acc9162e77c3a33
figures/data/Fig01_plot_data.csv,908,6510829ee2f4102964a1e91808d444ab5b2eda074aa012ae881a19ca01c5d61f
figures/data/Fig02_plot_data.csv,1996,a809c4ad82a1e8cc67c823760042888512911cc74c1a2cdf2696fc94c3295dc1
figures/data/Fig03_plot_data.csv,1116,a42ff767a1dc0916fd062d48646a9f73ef64f0c44b7e07796fb908ebfedac098
figures/data/Fig04_plot_data.csv,4650,6848c1ebc88c7b1ad59830e4cf76fa8d166e2ce4729ae731242ab3e79600ad5b
figures/data/Fig05_plot_data.csv,1243,cf523ab8d22a8678edbfbecfec09eb2019715c5166664de822c4d3caa3ae79ac
figures/data/FIGURE_TRACEABILITY.csv,36061,c0fd796fc8f3014796db6a067771696503ea48d3bb4c7901ed9152abc82fcb10
figures/Figure_Captions_IJGGC.md,2595,67c1621c8c521ae72b0a4f9aea15b6fe5814ce5e2cd7942861079ffd6cc1f47f
figures/pdf/Fig01_decision_chain_evidence_framework.pdf,54986,4b4e1a9218522b120faacd6721db2284c47cf74c3847f82a6497a774e3b77d1e
figures/pdf/Fig02_evidence_regimes_by_application.pdf,75571,4d34c7b9b3be137650cad46d96d63716d285a4a4fb2f9d3d7b3fe9e696ef634d
figures/pdf/Fig03_missingness_aware_maturity_dimensions.pdf,76202,bc142f0a73be97f27158b38458ac1f35c287d32383107d05c13058ed7c1de9e2
figures/pdf/Fig04_validation_outcomes_by_application.pdf,84523,0b93d4c6d29fb6c94f563d24bca5dc6102293f09f6b76bcfac57dcc764000538
figures/pdf/Fig05_field_anchor_evidence_roles.pdf,79352,e46df76655f6de51c144c747ce6848883d9540011efd1d6f1110bd7b66d15497
figures/pdf/FigWP9_02_method_family_evidence_obligations_qualitative.pdf,80052,b4ba95e28ce2ed3109db87efd830c65581495bd878eac20ca930ff2927f3636a
figures/pdf/FigWP9_03_geological_context_validation_gaps_qualitative.pdf,72351,e4d2740d3042be89477bb3fc3e5a0f3e839861f90860f075146d73a254359335
figures/pdf/FigWP9_04_actionable_deployment_roadmap.pdf,88030,da820d0928aca1cdf256151dd5e24ebdf0346bd47ec1be435d27c37e4cb83ce6
figures/png/Fig01_decision_chain_evidence_framework.png,596735,db7f804fcda16190ed6cd81bfef23fc8697100bf9543d1b754d2506d8b3cf1aa
figures/png/Fig02_evidence_regimes_by_application.png,569425,26706d45aa597b8a7d385d551fd58154a3a14334c692506b64e7b8d1664be0e0
figures/png/Fig03_missingness_aware_maturity_dimensions.png,507626,9e05432de1361fad78f9109450598abbd81a12248b00960fe8db2e2cfb5efa11
figures/png/Fig04_validation_outcomes_by_application.png,761128,4c9dc3f91f70fde8630b94cfc5dde7feea6094225ff60721616fc050754d720b
figures/png/Fig05_field_anchor_evidence_roles.png,552958,9948599a7d91cebd1692c11152b72206e9997941e96303b0ae3e05dcbf6567c9
figures/png/FigWP9_02_method_family_evidence_obligations_qualitative.png,666847,5650576c87f28a303c561012a81da4d5cd5c7a972695d2dc8effd5c4a8c42d77
figures/png/FigWP9_03_geological_context_validation_gaps_qualitative.png,329011,d2c612de551f796b0c4a1fb0455ab07dfaa99016cd52721573bbc3e6d14861e3
figures/png/FigWP9_04_actionable_deployment_roadmap.png,2146775,a820eec8d1fc4036c0b763f04426a8fd5e3f69232d6dc1c099cdb892f25998b7
figures/svg/Fig01_decision_chain_evidence_framework.svg,20488,efcd6db8bcba672dad0e8f559b6858cef3eb770f107d492ead0598af3ab5fecf
figures/svg/Fig02_evidence_regimes_by_application.svg,26179,e368cec44008455977bf59560d91b8f80c76d97d56d644588c5260974b1f20fe
figures/svg/Fig03_missingness_aware_maturity_dimensions.svg,27035,8b1d282375749c1fb08f05177139c768d4d72a2f62c48b7d9c309689f3516756
figures/svg/Fig04_validation_outcomes_by_application.svg,42106,a77d4b2abd266a2a128264484b855fa94749e7ae8821b6f141a2f67360d7edc4
figures/svg/Fig05_field_anchor_evidence_roles.svg,33238,a6cb0a29664466751f46c6730417ea4d86c60931f483ea41a6a71c0f29b2d89a
figures/svg/FigWP9_02_method_family_evidence_obligations_qualitative.svg,42487,b15a03e4d6f033e7c57e61807d3c87cd850b78c1babee2401ebea0e865c09ac0
figures/svg/FigWP9_03_geological_context_validation_gaps_qualitative.svg,10722,897fb3a67373ce3ba1155c5d082f92207bd2b39af516879a642e92491cfe76b8
figures/svg/FigWP9_04_actionable_deployment_roadmap.svg,33568,efac9395624d3566b93375934bab443275637330c2ad59d9fcb43aa53c6d9f1e
figures/tiff/FigWP9_02_method_family_evidence_obligations_qualitative.tiff,88563422,a455c6d603c3c919b8b7a17bc6c68de3981edf96392d4cc0cfce08e8532ab1a9
figures/tiff/FigWP9_03_geological_context_validation_gaps_qualitative.tiff,78590306,4b99b3a115bea05fbe3c8c0586e16e846c21d5ab1a35aba6eb0d103e5202612c
figures/tiff/FigWP9_04_actionable_deployment_roadmap.tiff,6334576,f27097f186d7f42cf9e29af074c6531920bb8c31ab9097b4168adab833ee705d
LICENSE-CODE.txt,367,53332bed18b009de85e8063856a33f492e950621e3aaf94353fff378a28bc027
LICENSE-DATA.txt,176,2c52ded47101ba741653a4a4d541931bd407639d290d4c94379d0fbf134b452b
methods/JOURNAL_NEUTRAL_CODEBOOK_V2_WP9_3.md,16910,5ad79fbfe036a3e0c5065bcd52fb3525ae3bff7b4d86316ce9dcda537ea6deb7
methods/scoring_rubric.md,4609,b52cb4c035abae96dfba792d38dcb061955828d52a2f7cea52fbd8e06a12ea4b
README.md,929,b3ac4864fd1432b77db994f4a9312e8fbf63e737c51547044422dc3fc82df8f2
RELEASE_METADATA.json,733,06e424bd985ae26ba772adc82ab7c1b9cf0282e1cb300fc1c2890be5387ff8f0
reports/WP9_8_R1_FIGURE_TABLE_DESIGN_REPORT.md,2194,2d6f9dee8634f0d8107fcbca472b1cae6fe54044a0a1a5c84999fc1e25b5940e
reports/WP9_8_R1_INTEGRATION_REPORT.md,1842,2a8ab0abfb8b78be99ef75c48029b04f7e3e04be3af02f077fe85dd7130d2632
reports/WP9_8_R1_SYNC_REBUILD_REPORT.md,1900,f7bfc590eb337624d34050e192382a0f743b0bc00b52cf5fdc807ead83beb207
reports/WP9_8_R1_VISUAL_QA.md,1258,dfa9ac7c2f2b61173fa77a09b167705e82b375d99edd212b1dd1b8e090fb6b88
requirements.txt,42,98767d482569084010c78c48e0b1658f73cd7f11fc473979b52ede2d7e568731
scripts/build_wp8_ijggc_figures_tables.py,53545,358a9b3a5359aa848195aeefbe25a7e327129c8115cae9d166024c69275745c3
scripts/build_wp9_8_r1_package.py,9077,66ea16add2c4e40b758ddba5cfaf766e20a258fa45a9cdee4e8fc999709fa07f
scripts/extract_wp9_8_author_review.mjs,7059,df8497db619c784168e7d28412c1c5395ff929f153ccc75c88714a0acbbe4784
scripts/finalize_wp9_8_r1_supplement.py,4688,d6157200b1c98a3de833c9a679044f7d945234f50157714100878b9b04bdae03
scripts/integrate_wp9_8_r1_author_review.py,13077,634244322d74ddbd7205c445ab707f6b8a25cc6dc5253ab4ce6dfb458c87315b
scripts/validate_wp9_8_r1.py,6138,30197b4e404ea13e3039fd47987330f8d5efda8f9e9d87ae978bbd20c3f8ea1a
scripts/validate_wp9_8_r1_package.py,7216,32be45863a8387daba99a1ff4aa76a382bf302b24f80ae0ba9aaaa41c6462d50
